,id,price,latitude,longitude,accommodates,bathrooms,bedrooms,is_location_exact,number_of_reviews,review_scores_rating,reviews_per_month
0,958,170.0,37.76931037734077,-122.43385634489,3,1.0,1.0,t,160,97.0,1.43
1,5858,235.0,37.745112331410034,-122.42101788836888,5,1.0,2.0,t,112,98.0,0.98
2,8567,255.0,37.784707454960724,-122.44555431261593,6,1.0,2.0,t,31,90.0,0.28
3,10251,265.0,37.75874294929672,-122.4132720164374,6,1.0,2.0,t,302,95.0,2.74
4,10578,120.0,37.791427463689935,-122.4154356795158,2,1.0,0.0,t,18,99.0,0.22
5,10819,218.0,37.80060135801387,-122.425045381335,4,2.0,3.0,t,22,88.0,0.33
6,10820,177.0,37.771873721790115,-122.43859113023431,3,1.0,3.0,t,36,89.0,0.33
7,10824,194.0,37.77355001557393,-122.42436191545026,5,2.0,3.0,t,14,91.0,0.17
8,10832,139.0,37.78573889680189,-122.40797710199776,2,1.5,1.0,t,18,91.0,0.26
9,14125,215.0,37.754906698626314,-122.42245501922535,3,1.0,1.0,t,94,98.0,0.89
10,16551,65.0,37.78468948476576,-122.4145618452359,2,1.0,,t,7,95.0,0.08
11,18231,107.0,37.74888370930066,-122.42982374746445,3,1.0,0.0,t,59,96.0,0.58
12,23680,199.0,37.79318040283688,-122.4277324794233,2,1.0,1.0,t,24,99.0,0.23
13,24390,95.0,37.751455556926935,-122.41247816738357,2,1.0,1.0,t,64,96.0,0.67
14,26488,1000.0,37.790899105059424,-122.39329438572472,2,0.0,1.0,t,48,97.0,0.47
15,27025,175.0,37.76297967565378,-122.43136441227804,2,1.0,1.0,t,129,100.0,1.26
16,32027,325.0,37.76125914950449,-122.43729222964022,5,2.0,2.0,t,2,90.0,0.04
17,32414,150.0,37.740254505653716,-122.41259087293636,2,1.0,1.0,t,93,96.0,0.93
18,39418,100.0,37.74092694679287,-122.42054856183594,2,1.0,0.0,t,21,98.0,0.24
19,40092,131.0,37.76016368956081,-122.41969302856536,2,,1.0,t,95,92.0,0.97
20,41399,290.0,37.75610669111234,-122.41866188454807,4,1.0,2.0,t,70,96.0,0.97
21,42403,85.0,37.73355829915958,-122.4185132377998,2,1.0,0.0,t,6,93.0,0.07
22,43732,120.0,37.75191264174378,-122.44385363370672,2,1.0,1.0,f,5,88.0,0.07
23,44032,95.0,37.751450243931615,-122.41206984700956,2,1.0,1.0,t,279,97.0,2.82
24,44680,175.0,37.751208534907924,-122.4216450325051,4,1.0,1.0,t,3,100.0,0.03
25,45299,116.0,37.76068103780288,-122.43330627768971,2,1.0,0.0,t,112,93.0,1.13
