,id,price,latitude,longitude,accommodates,bathrooms,bedrooms,is_location_exact,number_of_reviews,review_scores_rating,reviews_per_month
0,3109,75.0,48.833490000000005,2.31852,2,1.0,0.0,f,8,100.0,0.28
1,7397,115.0,48.85758,2.35275,4,1.0,2.0,t,243,94.0,2.47
2,8522,90.0,48.86528,2.3932599999999997,3,1.0,1.0,t,1,100.0,0.01
3,9359,75.0,48.858990000000006,2.34735,2,1.0,1.0,t,0,,
4,9952,75.0,48.86227,2.37134,2,1.0,1.0,t,17,99.0,0.23
5,10586,80.0,48.88902,2.3465599999999998,4,1.0,,t,42,96.0,0.37
6,10588,75.0,48.889179999999996,2.3449,3,1.0,,t,16,99.0,0.16
7,10710,90.0,48.879,2.31608,4,1.0,1.0,t,40,88.0,0.36
8,11213,157.0,48.8711,2.3742400000000004,6,1.0,1.0,t,116,92.0,2.48
9,11265,100.0,48.88434,2.34005,2,1.0,1.0,t,13,95.0,0.37
10,11848,79.0,48.86578,2.37705,3,1.0,0.0,t,312,90.0,3.02
11,12452,100.0,48.85909,2.37704,4,1.0,2.0,t,11,100.0,0.89
12,14264,110.0,48.88315,2.34158,2,1.0,1.0,t,9,90.0,0.12
13,14757,75.0,48.89052,2.34453,3,1.0,0.0,f,200,91.0,1.99
14,16455,55.0,48.83616,2.3632299999999997,5,1.0,1.0,f,23,90.0,0.39
15,16457,78.0,48.853390000000005,2.3628400000000003,2,1.0,1.0,t,339,92.0,3.05
16,17283,105.0,48.870329999999996,2.3715200000000003,4,1.0,2.0,t,59,88.0,0.73
17,17316,80.0,48.872170000000004,2.36206,2,1.0,1.0,t,1,,0.11
18,17918,110.0,48.88282,2.33272,3,1.0,2.0,t,3,80.0,0.03
19,17994,250.0,48.860929999999996,2.34254,2,1.5,1.0,t,154,93.0,1.36
20,18993,113.0,48.89001,2.34584,4,1.0,1.0,t,18,88.0,0.25
21,19150,80.0,48.88565,2.35906,3,1.0,1.0,t,2,90.0,0.02
22,19306,98.0,48.83872,2.35297,4,1.0,1.0,f,192,96.0,1.72
23,20176,145.0,48.8585,2.31423,4,1.0,1.0,f,216,92.0,1.93
24,20823,120.0,48.839009999999995,2.35463,5,2.0,1.0,f,500,96.0,4.66
25,21194,98.0,48.83802,2.35446,3,1.0,0.0,t,157,90.0,1.44
26,21282,49.0,48.88691,2.3548299999999998,4,1.0,2.0,f,27,85.0,0.24
27,21419,120.0,48.86631,2.35033,2,1.0,1.0,f,69,90.0,0.63
28,22888,110.0,48.85816,2.39974,6,2.0,2.0,t,9,96.0,0.08
29,23441,70.0,48.88451,2.33439,2,1.0,0.0,t,74,94.0,0.67
30,23742,100.0,48.86842,2.40702,5,1.0,2.0,t,4,90.0,0.18
31,24260,76.0,48.87952,2.30543,2,1.0,1.0,t,30,90.0,0.27
32,26278,72.0,48.88528,2.3458799999999997,3,1.0,0.0,t,451,94.0,4.11
