,id,price,latitude,longitude,accommodates,bathrooms,bedrooms,is_location_exact,number_of_reviews,review_scores_rating,reviews_per_month
0,2595,225.0,40.75362,-73.98376999999999,1,1.0,0.0,f,48,94.0,0.39
1,5099,200.0,40.74767,-73.975,2,1.0,1.0,f,78,90.0,0.6
2,5238,150.0,40.713440000000006,-73.99037,3,1.0,1.0,t,161,94.0,1.29
3,6090,120.0,40.7353,-74.00525,1,1.0,1.0,t,27,97.0,0.22
4,6848,140.0,40.70837,-73.95352,3,1.0,,t,170,91.0,1.33
5,7097,199.0,40.69169,-73.97185,4,1.0,1.0,t,215,97.0,1.79
6,7750,190.0,40.79685,-73.94872,4,1.0,2.0,t,0,,
7,9657,180.0,40.7292,-73.98541999999999,3,1.0,1.0,t,33,94.0,0.26
8,11708,85.0,40.701859999999996,-73.92745,2,1.0,1.0,t,253,87.0,2.06
9,12343,150.0,40.81175,-73.94478000000001,3,1.0,1.0,t,106,96.0,0.88
10,12627,150.0,40.659440000000004,-73.96238000000001,2,1.0,1.0,t,12,96.0,0.44
11,12940,110.0,40.68111,-73.95591,2,1.0,1.0,t,64,88.0,0.53
12,14287,151.0,40.78635,-73.97008000000001,2,1.0,1.0,t,86,92.0,0.71
13,14314,149.0,40.73506,-73.95392,4,1.0,1.0,t,366,97.0,3.01
14,14322,200.0,40.73961,-73.98074,2,1.0,1.0,t,19,95.0,0.2
15,14377,150.0,40.70881,-73.9593,2,1.0,1.0,t,111,97.0,0.91
16,15396,375.0,40.74623,-73.9953,4,2.0,2.0,t,5,100.0,0.11
17,15711,250.0,40.77065,-73.95269,6,1.0,2.0,t,75,93.0,0.62
18,17037,260.0,40.72162,-73.98008,2,1.0,1.0,t,51,96.0,0.43
19,18127,170.0,40.72828,-73.98801,2,1.0,1.0,t,21,97.0,0.19
20,19159,110.0,40.82915,-73.95136,3,1.0,2.0,t,55,94.0,0.48
21,19169,285.0,40.718509999999995,-73.98892,4,1.0,2.0,t,76,87.0,0.64
22,19282,130.0,40.65401,-73.96323000000001,4,2.0,1.0,t,17,94.0,0.15
23,19601,2000.0,40.69723,-73.99268000000001,8,3.5,3.0,t,25,93.0,0.23
24,19812,105.0,40.71833,-73.95748,2,1.0,1.0,t,61,90.0,0.51
25,20853,250.0,40.68035,-73.97162,4,2.5,2.0,t,23,99.0,0.31
26,21293,105.0,40.70093,-73.92609,4,1.0,1.0,t,131,90.0,1.11
27,21456,140.0,40.79764,-73.96177,2,1.0,1.0,t,82,93.0,0.69
28,22911,125.0,40.684129999999996,-73.92357,3,1.0,1.0,t,139,92.0,1.18
29,23135,175.0,40.67967,-74.00154,3,1.0,2.0,t,254,94.0,2.18
30,24285,220.0,40.66941,-73.98109000000001,9,3.0,4.0,t,88,96.0,0.76
31,25235,125.0,40.68373,-73.92376999999999,6,1.0,2.0,t,167,93.0,1.44
32,25406,80.0,40.71459,-73.94844,4,1.0,1.0,t,29,92.0,0.37
33,26785,120.0,40.66853,-73.98912,3,1.0,1.0,t,469,99.0,4.06
34,26933,350.0,40.7254,-73.98156999999999,6,2.0,2.0,t,7,90.0,0.06
35,27385,225.0,40.72555,-73.97965,4,1.0,1.0,t,123,94.0,1.07
36,27644,170.0,40.82754,-73.94919,6,1.0,1.0,t,207,95.0,2.05
37,27659,400.0,40.66499,-73.97925,9,1.5,2.0,t,16,95.0,0.22
38,27883,100.0,40.72245,-73.98527,3,1.0,,t,25,97.0,0.22
39,28907,150.0,40.778,-73.94821999999999,4,1.0,1.0,t,21,99.0,0.18
40,29455,120.0,40.816179999999996,-73.94894000000001,5,1.0,1.0,t,162,92.0,1.42
41,29683,185.0,40.72392,-73.99143000000001,3,1.0,1.0,t,85,95.0,0.73
42,32023,125.0,40.682959999999994,-73.93661999999999,4,1.0,2.0,t,253,93.0,2.22
43,32100,250.0,40.73409,-73.95348,5,1.0,3.0,t,3,100.0,0.03
44,32289,199.0,40.71561,-73.94835,3,1.5,1.0,t,10,100.0,0.09
45,32329,160.0,40.72895,-73.98376999999999,1,1.0,1.0,t,3,100.0,0.03
46,32331,140.0,40.6857,-73.99183000000001,3,1.0,2.0,t,4,90.0,0.04
47,32965,115.0,40.682809999999996,-73.93524000000001,6,1.0,1.0,t,136,92.0,1.76
48,32969,160.0,40.715959999999995,-73.93938,2,1.0,1.0,t,11,100.0,0.11
49,33009,195.0,40.71492,-73.95935,2,1.0,1.0,t,249,99.0,2.17
50,36442,115.0,40.6741,-73.96595,4,1.0,2.0,t,4,70.0,0.05
51,36934,125.0,40.71363,-73.96398,2,1.0,1.0,t,27,88.0,0.24
52,37042,150.0,40.75295,-73.99801,4,1.0,2.0,t,25,99.0,0.22
53,38638,219.0,40.77711,-73.9527,2,1.0,1.0,t,132,95.0,1.16
54,39267,99.0,40.77456,-73.95323,4,1.0,1.0,f,252,84.0,2.65
55,39586,450.0,40.77953,-73.98829,5,1.0,2.0,t,181,91.0,1.63
56,40453,250.0,40.76123,-73.9642,1,1.0,1.0,t,4,100.0,0.07
57,41513,80.0,40.827040000000004,-73.94906999999999,4,1.0,1.0,t,2,80.0,0.03
58,42729,165.0,40.6783,-74.00135,2,,2.0,t,167,92.0,1.49
59,43726,275.0,40.71915,-74.01017,6,1.0,1.0,t,4,100.0,3.0
60,44161,150.0,40.71045,-73.9677,4,1.0,2.0,t,193,95.0,1.7
61,44288,170.0,40.737559999999995,-74.00405,2,1.0,1.0,f,88,95.0,0.78
62,45393,150.0,40.73423,-74.0046,2,1.0,1.0,t,38,97.0,0.34
