,id,price,latitude,longitude,accommodates,bathrooms,bedrooms,is_location_exact,number_of_reviews,review_scores_rating,reviews_per_month
0,3109,75.0,48.83349368980914,2.318517923068036,2,1.0,1.0,f,7,100.0,0.29
1,7397,115.0,48.85757577451422,2.35275131121596,4,1.0,2.0,t,231,94.0,2.47
2,7964,99.0,48.874641909384536,2.3434111119643326,2,1.0,2.0,t,6,96.0,0.06
3,8522,90.0,48.86527873307071,2.3932634942394406,3,1.0,1.0,t,1,100.0,0.01
4,9359,75.0,48.858985454915896,2.3473472191196536,2,1.0,1.0,t,0,,
5,9952,70.0,48.862265820754594,2.3713409628320656,2,1.0,1.0,t,17,99.0,0.24
6,10010,135.0,48.86277521478054,2.374679593390993,5,1.0,2.0,t,144,99.0,1.33
7,10270,105.0,48.8674302416906,2.3752395346401864,4,1.0,1.0,t,147,97.0,1.46
8,10586,80.0,48.88901884775553,2.3465563925990907,4,1.0,,t,41,96.0,0.38
9,10588,75.0,48.8891813031097,2.344900904603044,3,1.0,,t,16,99.0,0.17
10,10710,85.0,48.87900068351736,2.316083428819189,4,1.0,1.0,t,38,88.0,0.36
11,11213,157.0,48.87109639477191,2.3742440179152413,6,1.0,1.0,t,108,92.0,2.58
12,11265,100.0,48.884341726070616,2.3400461378662127,2,1.0,1.0,t,13,95.0,0.43
13,11848,79.0,48.86577513817888,2.377046074460127,3,1.0,0.0,t,293,89.0,2.98
14,12452,90.0,48.85909093216718,2.37703885372852,4,1.0,2.0,t,9,100.0,1.22
15,14011,95.0,48.881341629654685,2.338212417656466,2,1.0,1.0,t,17,95.0,0.16
16,14264,110.0,48.88315136494954,2.341576219618053,2,1.0,1.0,t,7,93.0,0.1
17,14757,75.0,48.890522041497285,2.344532781269905,3,1.0,,f,193,91.0,2.02
18,16455,55.0,48.83616237930696,2.3632334283902217,5,1.0,1.0,f,16,90.0,0.3
19,16457,78.0,48.85338935080365,2.362836192137125,2,1.0,1.0,t,331,92.0,3.11
20,16469,59.0,48.87233374148017,2.3676902201099703,2,,1.0,t,118,90.0,1.09
21,17283,105.0,48.87033104509467,2.371522490633605,4,1.0,2.0,t,49,87.0,0.64
22,17316,80.0,48.87216995462711,2.362062914652047,2,1.0,1.0,t,1,,0.23
23,17918,110.0,48.88281672153141,2.332724196008732,3,1.0,2.0,t,3,80.0,0.03
24,17994,250.0,48.86092971298496,2.3425423005337778,2,1.5,1.0,t,153,93.0,1.42
25,19150,80.0,48.885645943888655,2.3590589511615723,3,1.0,1.0,t,2,90.0,0.02
26,19306,98.0,48.83872269351808,2.352965239958961,4,1.0,1.0,f,186,96.0,1.74
27,20823,120.0,48.839008786022994,2.354634720238854,5,2.0,1.0,f,168,95.0,1.59
28,21194,98.0,48.838018790215166,2.3544634736934316,3,1.0,0.0,t,147,90.0,1.41
29,21264,80.0,48.851399110715896,2.391894305650688,5,1.0,3.0,t,19,98.0,0.19
30,21282,49.0,48.88690586483421,2.3548255899762065,4,1.0,2.0,f,25,84.0,0.24
31,21419,120.0,48.86630974182042,2.350326962517954,2,1.0,1.0,f,62,90.0,0.59
32,22528,97.0,48.87606553175527,2.3932753492740133,4,1.0,2.0,t,3,93.0,0.06
33,22888,110.0,48.858158010999524,2.3997364127310266,6,2.0,2.0,t,9,96.0,0.09
34,23441,70.0,48.88450585778676,2.3343896148357794,2,1.0,,t,70,94.0,0.66
35,23502,47.0,48.870994887140895,2.3886432290777564,2,1.0,1.0,t,3,100.0,0.04
36,23742,100.0,48.86841866321291,2.407019979977638,5,1.0,2.0,t,4,90.0,0.23
37,24260,76.0,48.87952460210902,2.305434293835936,2,1.0,1.0,t,30,90.0,0.28
38,26084,79.0,48.86605741425403,2.367264917924789,2,1.0,1.0,t,306,93.0,2.93
39,26278,72.0,48.88527826148253,2.3458834207450687,3,1.0,0.0,t,427,94.0,4.08
40,26562,120.0,48.85338620677869,2.2909688755777835,3,1.0,2.0,t,153,99.0,1.46
41,26567,49.0,48.89712558939091,2.322543226671324,2,1.0,2.0,t,9,80.0,0.1
42,26973,900.0,48.88627366592736,2.3792995955573994,2,1.0,1.0,t,0,,
43,27288,120.0,48.88562419216097,2.3715697913796476,4,1.5,1.0,t,50,99.0,0.54
44,27486,75.0,48.886588971998854,2.34506730125789,3,1.0,1.0,t,29,90.0,0.32
45,28829,55.0,48.89333183872984,2.339126667340797,2,1.0,1.0,f,11,89.0,0.22
46,29108,68.0,48.85551972822193,2.4045738956297726,4,1.0,1.0,t,1,100.0,0.61
47,30969,175.0,48.85220107991829,2.2990014072359886,4,,1.0,t,143,99.0,1.55
48,31435,80.0,48.89118918564781,2.355159427153723,2,1.0,1.0,t,46,92.0,0.44
49,31893,70.0,48.82926874241078,2.356720620077433,4,1.0,2.0,t,52,96.0,0.5
50,32082,128.0,48.84995361904191,2.373728011206999,2,1.0,1.0,t,339,99.0,3.31
51,32271,90.0,48.89027698892337,2.3848849443950795,4,1.0,1.0,t,19,94.0,0.18
52,33004,114.0,48.8784155043801,2.3502946745093105,2,1.0,1.0,t,0,,
53,33114,88.0,48.83977082601653,2.3568206805415843,2,1.0,1.0,t,59,92.0,0.67
54,33477,170.0,48.886889638302534,2.3336407951743454,4,1.0,1.0,t,87,97.0,0.87
55,33814,120.0,48.82480752029872,2.3233154849807662,4,1.0,1.0,t,41,89.0,0.4
56,33993,250.0,48.891197158554924,2.334473952792349,4,1.0,1.0,t,85,99.0,0.85
57,34059,70.0,48.828654000540226,2.3741053524244733,2,1.0,1.0,t,61,95.0,0.61
58,35065,132.0,48.85386580352008,2.3243969900350248,2,1.0,1.0,t,466,92.0,4.64
59,36221,90.0,48.885405843161834,2.344359406092545,5,1.0,2.0,t,3,93.0,0.03
60,36267,110.0,48.85145265065579,2.387034300692953,5,1.0,2.0,t,15,94.0,0.15
61,36586,50.0,48.88047007285579,2.3940822979614502,2,,1.0,t,35,96.0,0.38
62,36868,180.0,48.88257374830347,2.387816638236752,4,2.0,3.0,t,29,90.0,0.29
63,38871,99.0,48.833435122466504,2.3460081433703146,4,1.5,2.0,t,121,94.0,1.45
64,39651,58.0,48.84929865540936,2.390222843293763,2,1.0,1.0,t,38,93.0,0.37
65,39716,140.0,48.88745370869194,2.3469519361291744,5,1.5,2.0,t,309,93.0,3.06
66,40143,139.0,48.856719916487656,2.37771431427733,4,1.0,1.0,t,11,100.0,0.11
67,40775,150.0,48.86375210390782,2.3758604266660197,5,1.0,2.0,t,81,97.0,0.85
68,40899,75.0,48.875486234217036,2.372235238639296,2,1.0,1.0,f,61,93.0,1.36
69,41106,175.0,48.857675082055636,2.35544946876192,4,1.0,1.0,t,70,94.0,0.7
70,41213,166.0,48.86090908856163,2.3652890314805752,2,1.5,1.0,f,174,90.0,1.73
71,41745,79.0,48.86929603447364,2.371631747994681,2,,1.0,f,9,89.0,0.14
72,42348,69.0,48.878302630610584,2.339659861078333,2,1.0,1.0,t,59,95.0,0.82
73,42507,88.0,48.888680432619715,2.375443748843724,4,1.5,1.0,t,48,96.0,0.52
74,42698,150.0,48.842233275203064,2.3432752201367824,3,1.0,2.0,t,154,99.0,1.54
75,43027,150.0,48.88746519629414,2.3260402933876474,4,1.0,1.0,t,63,90.0,0.64
76,43219,140.0,48.865794671474816,2.3793728174177193,4,1.0,2.0,t,10,93.0,0.15
77,43355,45.0,48.86965347963025,2.3671880137598937,2,1.0,1.0,t,7,83.0,0.11
78,43500,155.0,48.884869530299476,2.344447023091368,4,1.0,1.0,f,2,70.0,0.03
79,44123,215.0,48.85328936303269,2.3597779358606923,6,1.0,2.0,f,32,89.0,0.33
80,44130,158.0,48.85493657766683,2.3629748730118263,4,1.0,1.0,f,44,87.0,0.7
81,45967,112.0,48.86602596265246,2.34018660911073,4,1.5,1.0,f,33,83.0,0.33
82,46666,60.0,48.857159807148726,2.396329438249896,2,1.0,1.0,f,33,95.0,0.34
83,47155,130.0,48.84298885946335,2.2584498385637817,3,1.0,2.0,t,42,96.0,0.52
84,48498,175.0,48.865634678908606,2.3324391603199794,4,1.0,1.0,f,27,84.0,0.29
85,48584,165.0,48.85316157364378,2.363022950645448,4,1.0,1.0,f,37,91.0,0.4
86,48592,190.0,48.872041959054314,2.3096638386445503,5,1.0,1.0,f,24,89.0,0.36
87,50097,53.0,48.84590277042146,2.304740514643635,4,1.0,2.0,t,17,63.0,0.2
88,50738,85.0,48.887524102168896,2.345357628563996,4,1.0,,t,33,95.0,0.34
89,51451,88.0,48.88173211598768,2.3618069150098027,4,1.0,1.0,t,12,78.0,0.12
90,52157,280.0,48.85793303542695,2.3586442463155097,4,1.5,2.0,t,13,94.0,1.0
91,53036,69.0,48.859591644965114,2.381406388146322,2,1.5,1.0,t,265,96.0,3.0
92,53337,120.0,48.86272035667493,2.3609532632322523,3,1.0,1.0,t,173,95.0,1.75
93,53353,160.0,48.88928654328636,2.3518024058867293,3,2.5,2.0,t,16,97.0,0.16
94,53734,130.0,48.86755561038897,2.369091614295107,3,1.5,2.0,t,15,84.0,0.17
95,53923,120.0,48.858801295002245,2.366593809494014,4,1.0,1.0,t,99,90.0,1.0
96,54377,61.0,48.89057110172824,2.3590248084928622,3,1.0,1.0,t,17,100.0,0.61
97,55071,110.0,48.87937253163754,2.3433078831117653,4,1.0,1.0,t,47,96.0,0.51
98,55239,360.0,48.87204283873592,2.314210832591662,4,2.0,1.0,f,14,100.0,0.19
99,55348,117.0,48.85815935854681,2.360284087694747,2,1.0,0.0,f,53,98.0,0.64
100,56093,170.0,48.86728447304754,2.358430886118354,4,1.0,1.0,f,9,93.0,0.09
101,56662,150.0,48.87515715747393,2.3838175994478643,5,1.5,2.0,t,42,97.0,0.43
102,58099,150.0,48.84487824470925,2.330358303721816,2,1.0,1.0,t,257,94.0,2.73
103,59508,99.0,48.83328613456666,2.3306298595791244,6,2.0,3.0,t,3,93.0,0.68
104,59959,120.0,48.893681432456894,2.3841866726959373,4,1.0,1.0,t,12,97.0,0.15
105,60165,70.0,48.88741149627616,2.3492387595132738,4,1.0,1.0,t,34,93.0,0.35
106,60868,99.0,48.8791760940797,2.3586375905614267,3,1.0,1.0,t,142,96.0,1.47
107,61063,99.0,48.86865958210882,2.389513377808648,2,1.0,1.0,f,0,,
108,61259,103.0,48.87477124323925,2.3631381933560283,2,1.0,1.0,t,86,96.0,0.89
109,61453,105.0,48.88935250353271,2.3795915024217424,3,1.0,2.0,t,16,84.0,0.17
110,62410,60.0,48.89522632358206,2.323100216906746,4,1.0,1.0,t,1,100.0,0.27
111,62622,290.0,48.876300583415535,2.294275917326616,6,2.0,3.0,f,57,98.0,0.62
112,63480,140.0,48.850818207671026,2.349505108443772,3,1.0,1.0,f,12,95.0,0.18
113,63524,80.0,48.84057582133274,2.3035331002916832,4,1.0,1.0,f,116,95.0,1.41
114,64472,70.0,48.89204229195635,2.3343643005716803,2,1.0,1.0,t,154,94.0,1.6
115,65916,100.0,48.8718818539141,2.3564884991365784,2,1.0,1.0,t,96,97.0,1.01
116,68414,225.0,48.82895787515731,2.3522824582608552,5,1.5,3.0,t,1,,0.01
117,69588,95.0,48.863473789897384,2.3411817645538875,2,1.0,0.0,t,164,93.0,1.74
118,70586,139.0,48.86029895280299,2.3538705458109552,3,1.0,1.0,t,107,97.0,1.13
119,70858,80.0,48.83572607325711,2.3463981249267167,4,1.0,3.0,t,5,96.0,0.14
120,71495,60.0,48.88188354979848,2.3938455311475515,1,1.0,1.0,t,150,92.0,1.59
121,71719,180.0,48.85116438914918,2.319353233864564,2,1.0,1.0,t,39,95.0,0.43
122,72427,50.0,48.84967145030876,2.378156608222834,3,1.0,1.0,t,66,86.0,0.97
123,72895,80.0,48.8715265790964,2.373420868400385,2,1.0,1.0,t,12,98.0,0.13
124,73533,135.0,48.86410542612438,2.3430919630077622,3,1.0,1.0,f,49,95.0,0.53
125,73551,85.0,48.860582780204666,2.3642093481619217,3,1.0,1.0,t,65,88.0,0.69
126,75708,45.0,48.8689542443198,2.4014198762672407,2,1.5,0.0,t,172,93.0,1.89
127,78366,110.0,48.881159676949046,2.3344551958930237,5,1.0,2.0,f,57,96.0,0.61
128,79690,185.0,48.85689098591794,2.3577000064900435,4,1.0,1.0,f,3,80.0,0.47
129,80260,90.0,48.871456414085166,2.38844949160543,3,1.0,1.0,f,193,92.0,2.07
130,81106,75.0,48.885024482619094,2.3601709950916687,2,1.0,1.0,t,44,96.0,0.48
131,81615,71.0,48.85050211573407,2.2909291195234625,2,1.0,1.0,t,32,97.0,0.4
132,81870,135.0,48.85596215012343,2.331718320298761,2,1.0,1.0,t,1,100.0,0.01
133,84820,79.0,48.88414179943677,2.3383122719455565,3,1.5,1.0,t,71,98.0,0.77
134,84988,53.0,48.85597412799055,2.3875729416479645,2,1.0,1.0,t,35,95.0,0.37
135,86525,65.0,48.864633660003996,2.3524769430008567,2,1.5,1.0,t,187,84.0,2.01
136,87481,155.0,48.85624074477961,2.3383806062964174,4,1.0,1.0,f,15,96.0,0.17
137,87590,150.0,48.87038787051698,2.3611049287566184,4,1.0,2.0,t,11,91.0,0.12
138,87732,105.0,48.84117803905527,2.3177455801418336,2,1.0,0.0,t,39,94.0,1.19
139,89058,95.0,48.88494786766509,2.3357355066898817,4,1.0,1.0,t,224,92.0,2.41
140,89121,100.0,48.855151444629314,2.3763558935549653,6,1.0,2.0,t,68,94.0,0.9
141,91139,95.0,48.83020056447016,2.3540576718387927,2,1.5,1.0,t,15,93.0,0.2
142,93287,134.0,48.865988341047476,2.3474685378570306,4,1.0,1.0,t,278,96.0,3.01
143,94711,55.0,48.864282531436736,2.3938467213896417,2,1.0,1.0,t,11,100.0,0.13
144,95915,80.0,48.8553841266373,2.3895694721365337,2,1.0,1.0,t,5,96.0,0.06
145,97286,99.0,48.84079437023426,2.3173076455301715,2,1.0,0.0,t,58,98.0,2.34
146,97707,60.0,48.893353766308785,2.320305294092837,4,1.0,1.0,t,40,89.0,0.44
147,97992,119.0,48.89048218272928,2.34504464568368,2,1.0,1.0,t,18,95.0,0.2
148,98322,180.0,48.87263065733786,2.346793300057732,4,1.0,2.0,t,5,96.0,0.07
149,101139,103.0,48.89122323686164,2.329564947836995,2,1.0,1.0,t,11,87.0,0.12
150,101682,50.0,48.82671446181267,2.3556778507285574,1,1.0,1.0,t,82,93.0,0.93
151,102527,206.0,48.83982889728824,2.282469556599469,4,2.0,2.0,t,2,90.0,0.02
152,105210,130.0,48.86395609630118,2.3540792887078585,2,1.0,1.0,t,201,96.0,2.19
153,106220,115.0,48.8676376142099,2.358363102596525,5,1.0,2.0,t,9,95.0,0.1
154,107038,100.0,48.885687558067026,2.345141265615688,4,1.0,2.0,t,187,95.0,2.07
155,108201,217.0,48.855461438342104,2.368279459901308,4,2.5,2.0,t,80,94.0,0.96
